topic,stance,argument,argument_sentiment
Israel's 2008-2009 military operations against Gaza,PRO,the psychological effect of the rocket strikes paralyzed life across Israel's south,-1.0
only teach abstinence for sex education in schools,CON,Professional medical organizations oppose the sole use of abstinence-only sex education,-1.0
advertising,PRO,advertising often reinforces stereotypes,-1.0
endangered species,PRO,Biodiversity is important to the security of resources,1.0
the blockade of Gaza,CON,The absence of a blockade would allow the free passage of arms to the terror-embracing Hamas government,-1.0
multiculturalism,PRO,the political function of rights is precisely to protect minorities from oppression by majorities,1.0
the monarchy,PRO,the monarchy is inherently contrary to egalitarianism and multiculturalism,-1.0
partial birth abortions,CON,criminalizing abortion will lead to the deaths of many women through ‘back-alley abortions,-1.0
gambling,CON,Various forms of online gambling are legal and regulated in many countries,1.0
the sale of violent video games to minors,CON,No evidence has found that violent games are psychologically harmful to minors,1.0
the right to bear arms,CON,widespread gun ownership is protection against tyranny,1.0
gambling,PRO,any social system that allocates resources based on chance is one that is corrupt,-1.0
build hydroelectric dams,PRO,"As time progresses, renewable energy generally gets cheaper,[REF][REF] while fossil fuels generally get more expensive",1.0
multiculturalism,CON,recognition and rights accorded to specific groups may interfere with the state's need to establish a cohesive identity,-1.0
Israel's 2008-2009 military operations against Gaza,CON,Israel`s unproportionally all-out war on Hamas with a great number of fatalities is an unforgettable human tragedy,-1.0
subsidize poor communities,CON,an increased gap between rich and poor increases the incentives for competition and innovation within an economy,1.0
unleash the free market,CON,"free' competition means for the great mass of people a tyranny probably worse, because more irresponsible, than that of the state",-1.0
freedom of speech,CON,censorship violates multiple Basic Human Rights,-1.0
wind power,CON,the power output from wind varies,-1.0
freedom of speech,PRO,The right to freedom of speech and expression may be limited when conflicting with other rights,-1.0
atheism,PRO,an unchanging God cannot be the source of an ever changing world,-1.0
the blockade of Gaza,CON,Israel has a right to stop weapons from going into Gaza,1.0
subsidize poor communities,PRO,a society with more equality will have higher aggregate utility,1.0
the monarchy,CON,Monarchs rule with the intent of improving the lives of their subjects,1.0
governments should choose open source software,PRO,Open source software is innovative,1.0
the monarchy,PRO,Monarchy harms the monarchs themselves,-1.0
wind power,PRO,Wind power is a proven and reliable technology,1.0
unleash the free market,PRO,the benefits of free trade outweigh the losses,1.0
gambling,CON,gambling in some form or another has been seen in almost every society in history,1.0
the sale of violent video games to minors,PRO,There is a connection between video games and violence,-1.0
gambling,PRO,"high-payoffs have very low probability, a house bias can quite easily be missed",
governments should choose open source software,PRO,The autonomy properties of FOSS make it useful,1.0
the blockade of Gaza,PRO,the formal economy in Gaza has collapsed since the imposition of the blockade,-1.0
governments should choose open source software,CON,Not much support exists for open source software,-1.0
build hydroelectric dams,PRO,The cost of hydroelectricity is relatively low,1.0
atheism,CON,"the existence of the Universe requires an explanation, and the creation of the Universe by a First Cause, generally assumed to be God, is that explanation",1.0
governments should choose open source software,PRO,Having more co-developers increases the rate at which the software evolves,1.0
the one-child policy of the republic of China,PRO,Rapid population growth is seen as an obstacle to development,-1.0
wind power,PRO,Wind power uses little land,1.0
advertising,PRO,the advertising techniques used to create consumer behaviour amount to the destruction of psychic and collective individuation,-1.0
have children,CON,raising children is a very important activity,1.0
the use of affirmative action,CON,affirmative action lowers the bar,-1.0
unleash the free market,CON,private sector decisions sometimes lead to inefficient macroeconomic outcomes which require active policy responses by the public sector,-1.0
endangered species,PRO,Conservation is vital for future study,1.0
wind power,PRO,Wind power is rated as the cleanest source of renewable energy,1.0
have children,PRO,it has been claimed to be morally objectionable to bring a potential person into existence,-1.0
unleash the free market,PRO,the common interest is best served by allowing participants to pursue their self-interest,1.0
unleash the free market,PRO,Financial liberalization and privatization coincide with democratization,1.0
intellectual property rights,CON,patent and copyright laws support in fundamental and thoroughgoing ways the expansion of the range of creative human activities that can be commodified,1.0
the right to bear arms,CON,"the people have a right to ""keep and bear arms"" as a protection from the government",1.0
the use of affirmative action,CON,Affirmative action replaces old wrongs with new wrongs,-1.0
subsidize poor communities,PRO,CCT Programs have been proved to be very well-targeted and effective,1.0
governments should choose open source software,CON,Free software often has no warranty,-1.0
barrier methods of contraception,CON,"the Church's ban on condoms has ""caused the death of millions",-1.0
the monarchy,PRO,Monarchy is gender-discriminative,-1.0
all nations have a right to nuclear weapons,CON,Having more nuclear nuclear-weapon states will reduce security for all,-1.0
the right to bear arms,PRO,the likelihood that a death will result is significantly increased when either the victim or the attacker has a firearm,-1.0
unleash the free market,PRO,monopolies have historically developed only because of government intervention rather than due to a lack of intervention,-1.0
have children,PRO,attempting to reduce the Earth's population is the only moral option,1.0
build hydroelectric dams,PRO,Hydroelectric dams with large reserviors can be operated to provide peak generation at times of peak demand,1.0
wind power,PRO,The production of zero carbon electricity at the wind farm is expected to reduce emissions of carbon dioxide,1.0
only teach abstinence for sex education in schools,PRO,Comprehensive curricula fail to teach moral behavior,-1.0
unleash the free market,PRO,States use their coercive powers to benefit some businesses and individuals at the expense of others,-1.0
endangered species,PRO,all species have inherent value,1.0
partial birth abortions,CON,"In all circumstances, it should be the woman's decision whether or not to terminate a pregnancy",1.0
the one-child policy of the republic of China,CON,"less intrusive options, including those that emphasized delay and spacing of births, could have achieved the same results over an extended period of time",1.0
the monarchy,CON,A monarch can act as an effective intermediary between vaious levels of government and political parties,1.0
democratization,PRO,"the more democratic a regime, the less its democide",1.0
the use of affirmative action,CON,final selection for posts must be made according to the principle the best person for the job,1.0
unleash the free market,CON,"the free market is not necessarily free, but weighted towards those who already own property",-1.0
have children,CON,economic growth is impossible during a population decline,-1.0
unleash the free market,CON,"free markets, by themselves, often do not lead to what is best",-1.0
unleash the free market,PRO,Free trade is generally considered to achieve an overall increase in utility in a society,1.0
barrier methods of contraception,CON,The male condom provides excellent protection against sexually transmitted infections,1.0
partial birth abortions,CON,whether or not to continue with a pregnancy is an inviolable personal choice,
barrier methods of contraception,PRO,Contraception is always seriously evil,-1.0
the use of affirmative action,CON,using quotas displaces individuals that would normally be favored based on their individual achievements,-1.0
only teach abstinence for sex education in schools,CON,"sexual behavior after puberty is a given, and it is therefore crucial to provide information about the risks and how they can be minimized",1.0
the right to bear arms,CON,Regions where gun ownership is widespread are the ones with the smallest number of gun-related deaths,1.0
the one-child policy of the republic of China,CON,The policies' narrow focus leads to coercion and decreased quality of care,-1.0
multiculturalism,CON,the multiculturalist policy of freer immigration is unworkable in an era in which the supply of immigrants from third world countries seems limitless,-1.0
freedom of speech,PRO,the circumstances of wartime permit greater restrictions on free speech than would be allowable during peacetime,
unleash the free market,CON,government at times has to intervene to ensure competition in large and important industries,1.0
the use of affirmative action,CON,You can't legislate morality,-1.0
barrier methods of contraception,CON,condoms should be used to prevent the spread of HIV,1.0
atheism,CON,Religion fills a much needed gap,1.0
gambling,CON,Gambling provides jobs,1.0
wind power,PRO,wind energy is one of the most cost efficient sources of renewable energy,1.0
atheism,PRO,nothing exists beyond the natural universe,
unleash the free market,PRO,centralized operations of economic activity is always accompanied by political repression,-1.0
the one-child policy of the republic of China,CON,The one child policy has been speculated to be the underlying cause of forced abortions,-1.0
advertising,PRO,Advertising has been criticized as inadvertently or even intentionally promoting sexism,-1.0
the blockade of Gaza,PRO,Israel's blockade of Gaza is illegal,-1.0
advertising,PRO,advertisement images disempower and objectify the consumer,-1.0
intellectual property rights,PRO,all information should be freely distributed and unrestricted,1.0
subsidize poor communities,CON,redistribution tends to benefit those with political clout to set spending priorities more than those in need,-1.0
the use of affirmative action,CON,"there is no need to pay ""systematic attention"" to any current inequities",-1.0
democratization,PRO,The best protection for our security is a world of well-governed democratic states,1.0
intellectual property rights,CON,patents facilitate and encourage disclosure of innovations into the public domain for the common good,1.0
build hydroelectric dams,CON,Reservoir failures can generate huge increases in flow down a river valley with the potential to wash away towns and villages and cause considerable loss of life,-1.0
atheism,CON,"something caused the Universe to exist, and this First Cause must be God",1.0
the use of affirmative action,CON,affirmative action policies encourage non-preferred groups to designate themselves as members of preferred groups,-1.0
the blockade of Gaza,PRO,both the blockade and its enforcement are illegal,-1.0
atheism,PRO,belief in a higher being is the product of fear,-1.0
multiculturalism,CON,Unity is seen as an essential feature of the nation and the nation-state,1.0
advertising,PRO,Advertising helps to shatter and ultimately destroy our most precious non-material possessions,-1.0
subsidize poor communities,PRO,Welfare reduces poverty,1.0
the monarchy,PRO,Monarchy is archaic,-1.0
democratization,PRO,democracy causes peace,1.0
multiculturalism,PRO,Multicultural classrooms promote decision-making and critical thinking,1.0
only teach abstinence for sex education in schools,PRO,sexual activity outside of the context of marriage is likely to have harmful psychological and physical effects,-1.0
democratization,PRO,wars between democracies are less likely,1.0
the use of affirmative action,PRO,Affirmative action aims to correct the effects of past and present discrimination,1.0
gambling,PRO,Winners sometimes feel anomie from the dramatic change of lifestyles,-1.0
the sale of violent video games to minors,PRO,violent video games can increase children's aggression,-1.0
the monarchy,CON,Monarchy provides an impartial arbiter,1.0
only teach abstinence for sex education in schools,PRO,Abstinence is the only way to avoid sexually transmitted diseases,1.0
unleash the free market,PRO,Economic and political freedom are mutually dependent,
governments should choose open source software,PRO,proprietary software may include defects or malicious features which would compromise sensitive information,-1.0
democratization,PRO,A democratic system may provide better information for policy decisions,1.0
unleash the free market,PRO,"free markets are ""simply more productive",1.0
atheism,PRO,"atheism is evidence of a healthy, independent mind",1.0
the one-child policy of the republic of China,CON,this four-two-one reconfiguration of the familial structure has distinct ramifications for Chinese society,-1.0
build hydroelectric dams,CON,"Farms and villages can be flooded by the creation of reservoirs, ruining many livelihoods",-1.0
the blockade of Gaza,PRO,It is a crime to continue imposing the blockade against the Gaza Strip,-1.0
unleash the free market,CON,a free market environment) would not be able to adjust effectively to excess supply and demand,-1.0
build hydroelectric dams,PRO,hydroelectric dams do not burn fossil fuels,1.0
the right to bear arms,CON,Laws that forbid the carrying of arms serve rather to encourage than to prevent homicides,-1.0
subsidize poor communities,PRO,economic inequality contributes to crime,-1.0
build hydroelectric dams,PRO,a hydroelectric power source is usually comparatively cheap and reliable,1.0
multiculturalism,CON,Human beings are equal; cultures are not,
Israel's 2008-2009 military operations against Gaza,CON,Israel targeted Palestinian civilians as a matter of policy,-1.0
democratization,CON,a democratic government may not be providing the most good for the most amount of people,-1.0
intellectual property rights,PRO,one cannot own information without owning other people,-1.0
only teach abstinence for sex education in schools,CON,comprehensive sex education would effectively reduce the number of teenage pregnancies,1.0
unleash the free market,PRO,the cooperation of a free market is superior “because it is the only method by which our activities can be adjusted to each other without coercive or arbitrary intervention of authority,1.0
governments should choose open source software,PRO,open source software promotes better programs and a higher standard of code,1.0
intellectual property rights,PRO,Patents divert resources from research and development to patent filing and lawsuits,-1.0
Israel's 2008-2009 military operations against Gaza,CON,"the reaction of the armed forces of Israel was condemned as ""disproportional",-1.0
the monarchy,CON,Monarchy provides a safeguard against government instability,1.0
multiculturalism,CON,Multiculturalism is divisive,-1.0
partial birth abortions,PRO,life begins at conception,1.0
the blockade of Gaza,CON,the blockade is necessary to limit Palestinian rocket attacks from the Gaza Strip,1.0
gambling,CON,Internet gambling has become one of the most popular and lucrative business present on the Internet,1.0
the blockade of Gaza,PRO,The blockade is harming the Gazan economy,-1.0
wind power,CON,Wind turbines have the potential to have adverse effects on tourism,-1.0
the one-child policy of the republic of China,PRO,children with many siblings receive fewer resources,-1.0
unleash the free market,PRO,"massive waves of unemployment, as in economic recessions and depressions, can be traced back to state intervention in the market",-1.0
endangered species,PRO,biological richness is an unmeasurable aesthetic that may be developed into commercial recreational attractions,1.0
only teach abstinence for sex education in schools,CON,open dialogue about physical intimacy and health education can generate more self-esteem,1.0
the blockade of Gaza,CON,The Israeli blockade of Gaza is legal,1.0
the blockade of Gaza,PRO,Even if the blockade is eased it remains illegal under international law,-1.0
the right to bear arms,CON,allowing law-abiding citizens to carry concealed firearms deters crime,1.0
unleash the free market,PRO,corrective policies limit the incentive system of the market,-1.0
democratization,CON,democracies would be inherently unstable and chaotic in their policies due to the changing whims of the people,-1.0
all nations have a right to nuclear weapons,CON,a full-scale nuclear war could potentially bring about the extinction of the human race,-1.0
partial birth abortions,CON,"while the state has an interest in protecting the fetus ""at some point"", this interest cannot override that of the pregnant woman",-1.0
the sale of violent video games to minors,CON,"there is social utility in expressive and imaginative forms of entertainment, even if they contain violence",1.0
